dia,hora,tipologia,parroquia_urbana,causas,nro_heridos,nro_fallecidos
martes,h22,estrellamiento,el valle,conducir en estado de embriaguez,0h,0fa
miercoles,h00,choque lateral perpendicular,sucre,no ceder el derecho de via,0h,0fa
miercoles,h08,arrollamiento,carigan,conducir en exceso de velocidad,1h,0fa
jueves,h21,choque lateral angular,el sagrario,no respetar las senales de transito,2h,0fa
jueves,h17,rozamiento,punzara,imprudencia del conductor,0h,0fa
viernes,h15,choque lateral angular,san sebastian,imprudencia del conductor,2h,0fa
sabado,h11,roce negativo,sucre,imprudencia del conductor,0h,0fa
domingo,h05,choque lateral perpendicular,el sagrario,conducir en estado de embriaguez,0h,0fa
domingo,h02,estrellamiento,san sebastian,conducir en exceso de velocidad,1h,0fa
domingo,h09,choque lateral perpendicular,el sagrario,no ceder el derecho de via,5h,0fa
domingo,h02,estrellamiento,san sebastian,conducir en exceso de velocidad,0h,0fa
lunes,h11,estrellamiento,san sebastian,conducir en exceso de velocidad,0h,0fa
martes,h16,atropello,san sebastian,imprudencia del conductor,1h,0fa
martes,h01,choque lateral perpendicular,san sebastian,conducir en estado de embriaguez,0h,0fa
martes,h05,choque frontal excentrico,carigan,no respetar las senales de transito,1h,0fa
viernes,h23,estrellamiento,san sebastian,conducir en estado de embriaguez,0h,0fa
viernes,h13,choque lateral angular,punzara,imprudencia del conductor,1h,0fa
sabado,h03,estrellamiento,san sebastian,conducir en exceso de velocidad,1h,0fa
domingo,h20,choque lateral perpendicular,san sebastian,imprudencia del conductor,0h,0fa
domingo,h11,choque lateral perpendicular,punzara,no ceder el derecho de via,0h,0fa
miercoles,h16,choque por alcance,sucre,conducir en estado de embriaguez,0h,0fa
miercoles,h11,choque lateral angular,sucre,imprudencia del conductor,0h,0fa
miercoles,h13,choque lateral perpendicular,sucre,no ceder el derecho de via,1h,0fa
miercoles,h19,atropello,carigan,imprudencia del conductor,0h,1fa
jueves,h20,choque lateral angular,san sebastian,no ceder el derecho de via,0h,0fa
jueves,h19,atropello,punzara,imprudencia del peaton,1h,0fa
jueves,h22,choque lateral perpendicular,san sebastian,no respetar las senales de transito,0h,0fa
sabado,h23,estrellamiento,carigan,imprudencia del conductor,1h,0fa
domingo,h04,estrellamiento,punzara,conducir en exceso de velocidad,0h,0fa
domingo,h10,choque lateral perpendicular,el sagrario,imprudencia del conductor,1h,0fa
lunes,h18,estrellamiento,carigan,imprudencia del conductor,0h,0fa
lunes,h06,choque lateral perpendicular,punzara,conducir en exceso de velocidad,1h,0fa
miercoles,h21,roce negativo,punzara,conducir en exceso de velocidad,0h,0fa
jueves,h21,arrollamiento,el sagrario,negligencia del conductor,0h,1fa
sabado,h22,estrellamiento,carigan,conducir en exceso de velocidad,0h,0fa
sabado,h07,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
domingo,h06,estrellamiento,sucre,imprudencia del conductor,1h,0fa
lunes,h17,atropello,el valle,imprudencia del peaton,1h,0fa
martes,h01,rozamiento,punzara,imprudencia del conductor,0h,0fa
martes,h01,volcamiento lateral,sucre,inobservancia de leyes de transito,1h,0fa
miercoles,h21,estrellamiento,san sebastian,fallas mecanicas no previsibles,0h,0fa
jueves,h06,choque por alcance,carigan,no mantener la distancia reglamentaria,3h,0fa
jueves,h12,choque lateral angular,san sebastian,imprudencia del conductor,0h,0fa
viernes,h12,choque lateral perpendicular,el valle,conducir en exceso de velocidad,0h,0fa
domingo,h02,estrellamiento,sucre,conducir en estado de embriaguez,0h,0fa
lunes,h12,choque lateral perpendicular,san sebastian,no respetar las senales de transito,2h,0fa
lunes,h15,choque lateral perpendicular,el sagrario,no respetar las senales de transito,2h,0fa
viernes,h14,estrellamiento,punzara,conducir en exceso de velocidad,0h,0fa
viernes,h01,choque frontal excentrico,carigan,conducir en estado de embriaguez,0h,0fa
sabado,h15,estrellamiento,punzara,fallas mecanicas no previsibles,0h,0fa
domingo,h22,perdida de carril,sucre,conducir en exceso de velocidad,0h,0fa
domingo,h19,estrellamiento,punzara,conducir en estado de embriaguez,0h,0fa
martes,h17,atipico,el valle,fallas mecanicas no previsibles,0h,0fa
lunes,h23,choque lateral angular,el valle,condiciones climaticas desfavorables,0h,0fa
viernes,h19,estrellamiento,sucre,conducir en exceso de velocidad,1h,0fa
lunes,h21,estrellamiento,el sagrario,conducir en exceso de velocidad,0h,0fa
martes,h09,choque por alcance,sucre,imprudencia del conductor,0h,0fa
jueves,h13,estrellamiento,punzara,conducir en estado de embriaguez,0h,0fa
jueves,h12,choque lateral perpendicular,punzara,negligencia del conductor,1h,0fa
domingo,h21,estrellamiento,el sagrario,conducir en estado de embriaguez,0h,0fa
domingo,h12,perdida de carril,san sebastian,fallas mecanicas no previsibles,0h,1fa
lunes,h11,choque lateral perpendicular,san sebastian,no respetar las senales de transito,0h,1fa
martes,h12,choque lateral angular,sucre,conducir en exceso de velocidad,0h,0fa
viernes,h19,choque lateral perpendicular,punzara,conducir en estado de embriaguez,0h,0fa
lunes,h13,choque lateral angular,el sagrario,imprudencia del conductor,2h,0fa
jueves,h13,choque lateral angular,sucre,no respetar las senales de transito,0h,0fa
viernes,h14,perdida de carril,carigan,conducir en exceso de velocidad,1h,0fa
martes,h19,estrellamiento,el sagrario,conducir en exceso de velocidad,0h,0fa
jueves,h17,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
sabado,h16,choque lateral angular,el valle,conducir en estado de embriaguez,1h,0fa
lunes,h17,perdida de carril,el sagrario,conducir en exceso de velocidad,2h,0fa
martes,h10,perdida de carril,sucre,condiciones climaticas desfavorables,0h,0fa
jueves,h19,estrellamiento,punzara,fallas mecanicas no previsibles,0h,0fa
viernes,h04,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
sabado,h13,choque lateral angular,sucre,no respetar las senales de transito,1h,0fa
lunes,h21,choque frontal longitudinal,san sebastian,conducir en estado de embriaguez,0h,0fa
lunes,h12,choque por alcance,sucre,imprudencia del conductor,0h,0fa
martes,h17,perdida de carril,carigan,conducir en exceso de velocidad,0h,0fa
viernes,h10,choque lateral angular,san sebastian,no respetar las senales de transito,1h,0fa
sabado,h19,choque lateral perpendicular,san sebastian,imprudencia del conductor,0h,0fa
domingo,h14,choque lateral angular,el sagrario,conducir en exceso de velocidad,0h,0fa
domingo,h19,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
martes,h11,estrellamiento,punzara,conducir en estado de embriaguez,0h,0fa
jueves,h18,atropello,sucre,negligencia del conductor,1h,0fa
viernes,h18,atropello,punzara,imprudencia del peaton,1h,0fa
martes,h23,choque por alcance,punzara,conducir en estado de embriaguez,0h,0fa
viernes,h05,estrellamiento,san sebastian,condiciones climaticas desfavorables,2h,0fa
sabado,h21,choque lateral perpendicular,el sagrario,no ceder el derecho de via,1h,0fa
sabado,h22,choque lateral perpendicular,punzara,conducir en exceso de velocidad,2h,0fa
sabado,h11,choque lateral angular,san sebastian,no respetar las senales de transito,2h,0fa
lunes,h17,choque lateral angular,san sebastian,conducir en exceso de velocidad,0h,0fa
miercoles,h09,choque por alcance,punzara,no ceder el derecho de via,1h,0fa
sabado,h08,choque por alcance,sucre,no mantener la distancia reglamentaria,0h,0fa
domingo,h04,volcamiento longitudinal,punzara,conducir en estado de embriaguez,1h,0fa
lunes,h15,estrellamiento,sucre,conducir en exceso de velocidad,0h,1fa
lunes,h20,choque lateral angular,punzara,conducir en estado de embriaguez,1h,0fa
martes,h14,choque lateral perpendicular,el sagrario,no respetar las senales de transito,1h,0fa
jueves,h15,choque lateral angular,punzara,conducir en exceso de velocidad,1h,0fa
jueves,h07,choque lateral perpendicular,el sagrario,conducir en exceso de velocidad,1h,0fa
sabado,h08,atropello,sucre,imprudencia del peaton,1h,0fa
sabado,h07,choque lateral perpendicular,punzara,no respetar las senales de transito,0h,0fa
domingo,h11,choque lateral angular,punzara,no ceder el derecho de via,1h,0fa
lunes,h00,atipico,punzara,imprudencia del conductor,0h,0fa
viernes,h12,choque por alcance,sucre,no mantener la distancia reglamentaria,1h,0fa
lunes,h22,perdida de carril,el valle,conducir en exceso de velocidad,0h,0fa
martes,h01,volcamiento longitudinal,carigan,conducir en exceso de velocidad,0h,0fa
miercoles,h12,roce negativo,san sebastian,no respetar las senales de transito,0h,0fa
miercoles,h15,estrellamiento,el sagrario,imprudencia del conductor,2h,0fa
jueves,h13,rozamiento,sucre,negligencia del conductor,0h,0fa
viernes,h19,choque frontal excentrico,punzara,imprudencia del conductor,0h,0fa
sabado,h02,perdida de carril,san sebastian,conducir en exceso de velocidad,0h,0fa
lunes,h07,choque lateral angular,carigan,conducir en exceso de velocidad,0h,0fa
miercoles,h17,volcamiento lateral,el sagrario,imprudencia del conductor,1h,0fa
jueves,h14,choque lateral perpendicular,san sebastian,negligencia del conductor,0h,0fa
viernes,h00,atipico,el valle,imprudencia del conductor,0h,0fa
viernes,h23,estrellamiento,punzara,conducir en estado de embriaguez,0h,0fa
viernes,h22,choque lateral perpendicular,sucre,conducir en estado de embriaguez,0h,0fa
sabado,h20,choque lateral perpendicular,el sagrario,negligencia del conductor,3h,0fa
sabado,h12,choque lateral angular,el valle,imprudencia del conductor,2h,0fa
miercoles,h15,roce negativo,punzara,imprudencia del conductor,0h,0fa
viernes,h20,estrellamiento,punzara,conducir en estado de embriaguez,0h,0fa
sabado,h10,colision,el sagrario,no respetar las senales de transito,0h,0fa
lunes,h21,choque frontal excentrico,punzara,conducir en estado de embriaguez,1h,0fa
lunes,h14,estrellamiento,el valle,conducir en estado de embriaguez,0h,0fa
miercoles,h13,choque lateral perpendicular,sucre,imprudencia del conductor,2h,0fa
jueves,h20,estrellamiento,el valle,conducir en estado de embriaguez,0h,0fa
jueves,h22,estrellamiento,el valle,conducir en estado de embriaguez,0h,0fa
viernes,h08,choque lateral angular,el valle,conducir en exceso de velocidad,1h,0fa
lunes,h08,atropello,punzara,imprudencia del peaton,1h,0fa
viernes,h23,estrellamiento,san sebastian,conducir en exceso de velocidad,0h,0fa
sabado,h12,choque por alcance,el valle,imprudencia del conductor,2h,0fa
sabado,h20,choque lateral perpendicular,sucre,imprudencia del conductor,1h,0fa
sabado,h17,atipico,punzara,imprudencia del conductor,4h,0fa
lunes,h00,estrellamiento,san sebastian,conducir en exceso de velocidad,1h,0fa
viernes,h21,estrellamiento,punzara,conducir en exceso de velocidad,0h,0fa
domingo,h19,estrellamiento,el sagrario,conducir en estado de embriaguez,0h,0fa
domingo,h18,choque lateral angular,san sebastian,imprudencia del conductor,0h,0fa
lunes,h06,perdida de carril,el sagrario,conducir en estado de embriaguez,1h,0fa
martes,h19,estrellamiento,sucre,imprudencia del conductor,0h,0fa
viernes,h07,roce negativo,el valle,imprudencia del conductor,0h,0fa
sabado,h19,atipico,sucre,imprudencia del conductor,0h,0fa
lunes,h15,choque lateral angular,el sagrario,conducir en exceso de velocidad,0h,0fa
miercoles,h19,estrellamiento,punzara,conducir en exceso de velocidad,0h,0fa
miercoles,h14,choque lateral perpendicular,el sagrario,no respetar las senales de transito,1h,0fa
jueves,h22,volcamiento,carigan,conducir en exceso de velocidad,0h,0fa
sabado,h13,choque lateral angular,el sagrario,conducir en exceso de velocidad,1h,0fa
sabado,h23,choque lateral perpendicular,san sebastian,no ceder el derecho de via,1h,0fa
domingo,h15,choque lateral perpendicular,punzara,conducir en exceso de velocidad,1h,0fa
lunes,h18,choque lateral angular,sucre,conducir en estado de embriaguez,0h,0fa
lunes,h06,choque lateral angular,punzara,no ceder el derecho de via,1h,0fa
jueves,h00,estrellamiento,el valle,conducir en estado de embriaguez,0h,0fa
viernes,h19,choque lateral angular,punzara,conducir en exceso de velocidad,1h,0fa
viernes,h22,choque lateral perpendicular,el sagrario,no respetar las senales de transito,0h,0fa
sabado,h10,choque lateral angular,el valle,imprudencia del conductor,0h,0fa
jueves,h23,estrellamiento,sucre,imprudencia del conductor,0h,0fa
jueves,h21,encunetamiento,sucre,imprudencia del conductor,0h,0fa
viernes,h18,estrellamiento,el valle,conducir en exceso de velocidad,0h,0fa
sabado,h14,choque lateral angular,el valle,imprudencia del conductor,1h,0fa
sabado,h19,choque lateral angular,sucre,imprudencia del conductor,1h,0fa
martes,h02,estrellamiento,punzara,conducir en exceso de velocidad,0h,0fa
miercoles,h14,estrellamiento,punzara,conducir en estado de embriaguez,0h,0fa
miercoles,h22,estrellamiento,san sebastian,conducir en exceso de velocidad,0h,0fa
sabado,h19,choque lateral perpendicular,san sebastian,imprudencia del conductor,1h,0fa
domingo,h09,estrellamiento,carigan,conducir en exceso de velocidad,0h,0fa
domingo,h19,choque lateral perpendicular,san sebastian,imprudencia del conductor,1h,0fa
domingo,h09,atipico,sucre,imprudencia del conductor,0h,0fa
lunes,h15,estrellamiento,punzara,imprudencia del peaton,0h,0fa
miercoles,h12,choque lateral angular,punzara,conducir en estado de embriaguez,0h,0fa
viernes,h09,choque lateral angular,san sebastian,conducir en estado de embriaguez,0h,0fa
sabado,h23,choque lateral perpendicular,san sebastian,conducir en estado de embriaguez,1h,0fa
sabado,h23,estrellamiento,sucre,conducir en estado de embriaguez,0h,0fa
sabado,h11,choque lateral angular,punzara,no ceder el derecho de via,0h,0fa
sabado,h09,atropello,punzara,imprudencia del peaton,1h,0fa
domingo,h06,estrellamiento,el sagrario,conducir en exceso de velocidad,0h,0fa
domingo,h15,choque lateral perpendicular,el sagrario,imprudencia del conductor,1h,0fa
domingo,h14,choque lateral angular,sucre,imprudencia del conductor,0h,0fa
lunes,h04,estrellamiento,san sebastian,conducir en estado de embriaguez,0h,0fa
jueves,h12,estrellamiento,sucre,conducir en estado de embriaguez,1h,0fa
viernes,h08,atipico,carigan,imprudencia del conductor,0h,0fa
viernes,h21,choque lateral angular,punzara,imprudencia del conductor,1h,0fa
viernes,h12,choque lateral angular,san sebastian,imprudencia del conductor,1h,0fa
viernes,h03,choque frontal,punzara,imprudencia del conductor,1h,0fa
sabado,h14,choque lateral angular,sucre,imprudencia del conductor,0h,0fa
sabado,h14,volcamiento lateral,sucre,imprudencia del conductor,1h,1fa
sabado,h10,choque lateral perpendicular,punzara,imprudencia del conductor,1h,0fa
sabado,h19,perdida de carril,sucre,conducir en exceso de velocidad,0h,0fa
domingo,h16,choque lateral perpendicular,el sagrario,conducir en exceso de velocidad,0h,0fa
domingo,h03,choque lateral perpendicular,el valle,imprudencia del conductor,1h,0fa
domingo,h21,choque lateral angular,san sebastian,conducir en exceso de velocidad,3h,0fa
lunes,h18,estrellamiento,sucre,conducir en estado de embriaguez,0h,0fa
martes,h18,atropello,el sagrario,imprudencia del peaton,2h,0fa
miercoles,h19,choque frontal excentrico,carigan,conducir en estado de embriaguez,4h,0fa
jueves,h22,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
sabado,h12,choque lateral angular,punzara,imprudencia del conductor,1h,0fa
domingo,h21,estrellamiento,punzara,conducir en estado de embriaguez,1h,0fa
lunes,h21,choque lateral angular,carigan,imprudencia del conductor,0h,0fa
martes,h14,choque lateral perpendicular,el sagrario,no respetar las senales de transito,1h,0fa
martes,h19,choque lateral angular,san sebastian,conducir en estado de embriaguez,1h,0fa
jueves,h11,atropello,sucre,imprudencia del conductor,1h,0fa
jueves,h11,choque lateral angular,sucre,conducir en exceso de velocidad,1h,0fa
viernes,h01,perdida de carril,san sebastian,conducir en exceso de velocidad,0h,0fa
sabado,h12,estrellamiento,el valle,conducir en exceso de velocidad,0h,0fa
sabado,h17,choque lateral perpendicular,san sebastian,imprudencia del conductor,1h,0fa
sabado,h15,choque lateral perpendicular,carigan,conducir en exceso de velocidad,2h,0fa
sabado,h20,choque lateral angular,san sebastian,imprudencia del conductor,0h,0fa
domingo,h20,choque lateral angular,sucre,conducir en estado de embriaguez,2h,0fa
domingo,h19,perdida de carril,sucre,conducir en exceso de velocidad,0h,1fa
domingo,h01,estrellamiento,sucre,conducir en exceso de velocidad,0h,0fa
lunes,h07,perdida de carril,punzara,conducir en estado de embriaguez,2h,0fa
sabado,h20,choque lateral perpendicular,el sagrario,conducir en estado de embriaguez,2h,0fa
domingo,h15,choque frontal excentrico,punzara,imprudencia del conductor,1h,0fa
domingo,h01,perdida de carril,sucre,conducir en estado de embriaguez,2h,0fa
domingo,h21,choque lateral angular,san sebastian,imprudencia del conductor,0h,0fa
domingo,h16,choque lateral angular,el sagrario,conducir en exceso de velocidad,3h,0fa
martes,h08,choque lateral perpendicular,punzara,no respetar las senales de transito,0h,0fa
jueves,h21,estrellamiento,punzara,conducir en exceso de velocidad,0h,0fa
viernes,h20,choque por alcance,punzara,conducir en estado de embriaguez,3h,0fa
sabado,h22,choque frontal excentrico,el valle,imprudencia del conductor,0h,0fa
sabado,h10,choque lateral perpendicular,sucre,no respetar las senales de transito,1h,0fa
sabado,h14,colision,sucre,imprudencia del conductor,0h,0fa
lunes,h00,choque lateral perpendicular,sucre,imprudencia del conductor,1h,0fa
martes,h22,estrellamiento,carigan,imprudencia del conductor,0h,0fa
martes,h07,perdida de carril,carigan,conducir en exceso de velocidad,2h,0fa
jueves,h12,choque lateral angular,sucre,conducir en exceso de velocidad,0h,0fa
jueves,h06,choque por alcance,carigan,conducir en estado de embriaguez,0h,0fa
sabado,h12,atropello,el valle,imprudencia del peaton,1h,0fa
sabado,h19,choque lateral angular,punzara,imprudencia del conductor,0h,0fa
sabado,h16,choque lateral perpendicular,sucre,conducir en estado de embriaguez,0h,0fa
sabado,h10,choque lateral perpendicular,san sebastian,imprudencia del conductor,0h,0fa
sabado,h23,perdida de carril,el valle,conducir en exceso de velocidad,0h,0fa
martes,h20,choque lateral angular,punzara,imprudencia del conductor,3h,0fa
jueves,h23,choque por alcance,el sagrario,conducir en estado de embriaguez,0h,0fa
sabado,h19,arrollamiento,carigan,imprudencia del conductor,0h,1fa
sabado,h14,choque lateral angular,sucre,conducir en exceso de velocidad,0h,0fa
domingo,h20,choque lateral perpendicular,san sebastian,imprudencia del conductor,1h,0fa
lunes,h08,atropello,sucre,imprudencia del conductor,1h,0fa
martes,h02,choque lateral angular,el valle,conducir en estado de embriaguez,1h,0fa
miercoles,h08,volcamiento lateral,sucre,imprudencia del conductor,1h,0fa
jueves,h17,choque lateral perpendicular,san sebastian,no respetar las senales de transito,0h,0fa
viernes,h18,perdida de carril,carigan,conducir en estado de embriaguez,1h,0fa
viernes,h10,choque lateral perpendicular,san sebastian,imprudencia del conductor,1h,0fa
viernes,h11,choque lateral perpendicular,punzara,no respetar las senales de transito,2h,0fa
sabado,h07,choque lateral angular,sucre,imprudencia del conductor,0h,0fa
sabado,h23,atropello,punzara,imprudencia del peaton,1h,0fa
domingo,h17,choque lateral perpendicular,sucre,imprudencia del conductor,1h,0fa
domingo,h17,choque por alcance,sucre,conducir en estado de embriaguez,0h,0fa
martes,h14,perdida de carril,sucre,imprudencia del conductor,2h,0fa
martes,h15,estrellamiento,sucre,conducir en estado de embriaguez,0h,0fa
martes,h18,choque lateral angular,punzara,imprudencia del conductor,0h,0fa
miercoles,h08,choque lateral angular,sucre,imprudencia del conductor,2h,0fa
miercoles,h10,choque lateral perpendicular,sucre,conducir en exceso de velocidad,1h,0fa
jueves,h16,roce negativo,el sagrario,conducir en estado de embriaguez,0h,0fa
viernes,h07,choque lateral angular,punzara,conducir en exceso de velocidad,3h,0fa
sabado,h14,choque lateral angular,punzara,no respetar las senales de transito,0h,0fa
sabado,h16,choque lateral perpendicular,punzara,imprudencia del conductor,1h,0fa
domingo,h00,estrellamiento,san sebastian,conducir en exceso de velocidad,0h,0fa
lunes,h19,choque lateral perpendicular,punzara,conducir en estado de embriaguez,0h,0fa
martes,h11,estrellamiento,el sagrario,imprudencia del conductor,0h,0fa
jueves,h14,perdida de carril,san sebastian,conducir en exceso de velocidad,0h,0fa
viernes,h18,choque por alcance,el valle,no respetar las senales de transito,0h,0fa
sabado,h07,atropello,el sagrario,imprudencia del peaton,1h,0fa
sabado,h05,atropello,sucre,imprudencia del peaton,1h,0fa
domingo,h08,atropello,san sebastian,imprudencia del peaton,1h,0fa
domingo,h17,atropello,punzara,imprudencia del peaton,1h,0fa
domingo,h21,perdida de pista,sucre,conducir en estado de embriaguez,1h,1fa
domingo,h21,perdida de carril,san sebastian,conducir en exceso de velocidad,1h,0fa
martes,h22,choque lateral perpendicular,el sagrario,conducir en estado de embriaguez,0h,0fa
martes,h03,estrellamiento,punzara,conducir en estado de embriaguez,1h,0fa
miercoles,h19,atropello,carigan,imprudencia del peaton,1h,0fa
jueves,h12,choque por alcance,el valle,imprudencia del conductor,0h,0fa
viernes,h14,estrellamiento,carigan,imprudencia del conductor,3h,1fa
viernes,h18,choque lateral angular,punzara,conducir en estado de embriaguez,2h,0fa
sabado,h15,estrellamiento,carigan,imprudencia del conductor,2h,0fa
sabado,h23,choque por alcance,el valle,conducir en estado de embriaguez,2h,0fa
sabado,h01,choque lateral angular,san sebastian,imprudencia del conductor,1h,0fa
domingo,h20,choque lateral perpendicular,el sagrario,imprudencia del conductor,0h,0fa
domingo,h14,choque lateral perpendicular,punzara,imprudencia del conductor,1h,0fa
domingo,h16,estrellamiento,punzara,conducir en exceso de velocidad,3h,1fa
lunes,h21,choque lateral perpendicular,san sebastian,imprudencia del conductor,1h,0fa
martes,h03,estrellamiento,san sebastian,conducir en estado de embriaguez,0h,0fa
martes,h18,choque lateral angular,carigan,imprudencia del conductor,0h,0fa
miercoles,h07,choque lateral angular,punzara,imprudencia del conductor,1h,0fa
miercoles,h20,choque lateral angular,punzara,imprudencia del conductor,1h,0fa
jueves,h20,estrellamiento,punzara,conducir en estado de embriaguez,1h,0fa
jueves,h12,choque lateral angular,san sebastian,conducir en exceso de velocidad,1h,0fa
viernes,h12,colision,el sagrario,imprudencia del conductor,0h,0fa
sabado,h22,perdida de carril,sucre,conducir en exceso de velocidad,1h,0fa
sabado,h20,choque lateral angular,sucre,conducir en exceso de velocidad,2h,0fa
sabado,h00,estrellamiento,punzara,conducir en estado de embriaguez,1h,0fa
sabado,h10,choque lateral perpendicular,sucre,imprudencia del conductor,1h,0fa
domingo,h15,volcamiento longitudinal,carigan,condiciones climaticas desfavorables,1h,0fa
lunes,h08,estrellamiento,carigan,imprudencia del conductor,0h,0fa
martes,h23,choque lateral angular,sucre,conducir en estado de embriaguez,0h,0fa
miercoles,h17,choque lateral perpendicular,el sagrario,imprudencia del conductor,1h,0fa
miercoles,h23,choque lateral angular,carigan,conducir en estado de embriaguez,1h,0fa
jueves,h03,perdida de carril,sucre,conducir en exceso de velocidad,0h,0fa
jueves,h08,perdida de carril,punzara,conducir en exceso de velocidad,1h,0fa
jueves,h03,choque frontal longitudinal,san sebastian,imprudencia del conductor,1h,0fa
jueves,h09,choque lateral angular,sucre,conducir en exceso de velocidad,0h,0fa
jueves,h22,choque lateral angular,el sagrario,conducir en estado de embriaguez,1h,0fa
jueves,h21,perdida de carril,san sebastian,conducir en exceso de velocidad,1h,0fa
jueves,h21,perdida de carril,sucre,conducir en exceso de velocidad,1h,0fa
jueves,h18,choque frontal excentrico,san sebastian,conducir en estado de embriaguez,0h,1fa
