fecha,hora,latitud,longitud,tipologia,direccion,zona,parroquia_urbana,causas,nro_heridos,nro_fallecidos
01-01,04:48,-4.0022708,-79.2122419,estrellamiento,de los paltas y caran shiri,urbana,sucre,conducir en estado de embriaguez,0,0
01-01,06:05,-4.0248139,-79.2032554,estrellamiento,pio jaramillo alvarado entre benjamin franklin y heroes del cenepa,urbana,punzara,imprudencia del conductor,0,0
01-01,06:45,-3.97596884,-79.2278882,roce positivo,isidro ayora barrio plateado,urbana,sucre,imprudencia del conductor,2,0
01-01,02:25,-3.9604263,-79.216096,choque lateral angular,8 de diciembre y belisario moreno,urbana,carigan,imprudencia del conductor,0,0
01-01,11:25,-3.998372,-79.299759,estrellamiento,via antigua loja-catamayo,rural,n/n,conducir en estado de embriaguez,0,0
01-01,03:05,-4.0000443,-79.234883,estrellamiento,integracion barrial - angel felicisimo rojas,urbana,punzara,conducir en estado de embriaguez,0,0
01-01,05:25,-3.8553468,-79.284219,perdida de carril,via loja cuenca sector senen,rural,n/n,conducir en estado de embriaguez,1,0
01-02,13:15,-3.998836,-79.196846,choque lateral angular,emiliano ortega y miguel riofrio,urbana,el sagrario,no ceder el derecho de via,2,0
01-03,19:57,-3.95855,-79.2174501,estrellamiento,8 de diciembre y manuela saenz,urbana,carigan,conducir en exceso de velocidad,1,0
01-05,01:55,-3.9981812,-79.2020039,choque lateral perpendicular,bolivar y rocafuerte,urbana,el sagrario,no ceder el derecho de via,0,0
01-06,02:53,-4.0005379,-79.2062593,choque lateral perpendicular,ramon pinto y azuay,urbana,el sagrario,conducir en estado de embriaguez,0,0
01-07,07:53,-3.996323,-79.203167,choque lateral angular,sucre y jose antonio eguiguren,urbana,sucre,no ceder el derecho de via,0,0
01-07,20:04,-3.980827,-79.222047,choque frontal excentrico,charity y martury,urbana,sucre,cambio brusco e indebido de carril,3,0
01-09,12:55,-3.9697247,-79.2078765,atropello,jaime roldos entre 8 de diciembre y velasco ibarra,urbana,carigan,imprudencia del conductor,2,0
01-10,11:53,-3.9975339,-79.2051789,atropello,manuel agustin aguirre y 10 de agosto,urbana,el sagrario,imprudencia del conductor,1,0
01-10,18:10,-3.9956262,-79.1511392,perdida de carril,via zamora loja a 1km aproximadamente antes de llegar al limite provincial de zamora chinchipe,rural,n/n,conducir en exceso de velocidad,2,0
01-11,10:24,-4.001891,-79.195434,choque lateral perpendicular,emiliano ortega y lourdes,urbana,el sagrario,no ceder el derecho de via,2,0
01-11,18:01,-3.9871157,-79.2055477,choque lateral perpendicular,cuxibamba y bolivar bailon,urbana,el valle,no ceder el derecho de via,0,0
01-12,22:04,-4.027231,-79.20310033,choque lateral perpendicular,pio jaramillo alvarado y galileo galilei,urbana,punzara,conducir en estado de embriaguez,1,0
01-12,01:00,-3.946139,-79.2222592,choque lateral angular,8 de diciembre entre eduardo palacios y chantaco,urbana,carigan,conducir en estado de embriaguez,0,0
01-12,12:35,-4.0097442,-79.1998064,perdida de carril,maximo agustin rodriguez frente al coliseo de la unidad educativa del milenio,urbana,san sebastian,fallas mecanicas no previsibles,2,0
01-12,21:34,-4.009572,-79.2036173,choque lateral perpendicular,manuel agustin aguirre y chile,urbana,punzara,no ceder el derecho de via,2,0
01-13,06:20,-3.9702319,-79.2097899,perdida de carril,pablo palacios y arturo armijos ayala,urbana,carigan,fallas mecanicas no previsibles,0,0
01-13,14:40,-3.9851352,-79.2058773,choque lateral angular,cuxibamba y ibarra,urbana,el valle,no respetar las senales de transito,0,0
01-13,13:30,-4.007,-79.115,choque lateral angular,24 de mayo y lourdes,urbana,san sebastian,no respetar las senales de transito,0,0
01-14,16:05,-4.0328693,-79.2014299,choque lateral angular,reinaldo espinoza,urbana,punzara,no ceder el derecho de via,1,0
01-15,12:50,-4.220748,-79.2478195,choque lateral angular,via malacatos - vicabamba sector la recta,rural,n/n,imprudencia del conductor,0,0
01-15,10:10,-4.01327,-79.206019,colision,benjamin carrion y tomas rodrigo,urbana,punzara,conducir en estado de embriaguez,1,0
01-16,12:46,-4.0113549,-79.1974317,atipico,catamayo y guayacanes,urbana,san sebastian,imprudencia del conductor,0,0
01-17,09:52,-3.9921507,-79.20109653,choque lateral perpendicular,orillas del zamora y jose felix de valdivieso,urbana,el valle,cambio brusco e indebido de carril,1,0
01-17,22:16,-4.0014756,-79.2044808,choque lateral perpendicular,mercadillo y universitaria,urbana,san sebastian,no ceder el derecho de via,2,0
01-17,22:42,-3.9928786,-79.2007785,estrellamiento,orillas del zamora entre segundo puertas moreno y clodoveo carrion,urbana,el valle,conducir en estado de embriaguez,4,0
01-18,23:00,-3.999212,-79.21178,choque lateral perpendicular,de los paltas entre ines jimenes y nicolas jurado,urbana,sucre,invadir carril de circulacion,0,0
01-19,01:15,-3.9973738,-79.2049664,choque lateral angular,universitaria y 10 de agosto,urbana,el sagrario,imprudencia del conductor,0,0
01-19,14:15,-4.0189428,-79.2104363,choque lateral perpendicular,porfidio diaz y eloy alfaro,urbana,punzara,no ceder el derecho de via,0,0
01-19,21:36,-3.9951088,-79.1981759,choque por alcance,orillas del zamora y 24 de mayo,urbana,el sagrario,conducir en estado de embriaguez,1,0
01-20,18:00,-4.024072,-79.206003,perdida de carril,jose maria vivar castro entre jose robles carrion y americo vespucio,urbana,punzara,conducir en exceso de velocidad,0,0
01-20,00:09,-3.965459,-79.2126287,estrellamiento,8 de diciembre y fenix,urbana,carigan,conducir en estado de embriaguez,0,0
01-21,09:45,-3.9924254,-79.2034525,choque lateral perpendicular,sucre y jose felix de valdivieso,urbana,sucre,no ceder el derecho de via,0,0
01-22,15:42,-3.9757116,-79.2045664,atropello,8 de diciembre y francisco robles,urbana,sucre,conducir en exceso de velocidad,1,0
01-23,03:30,-3.9702319,-79.2097899,estrellamiento,francisco garcia lorca y romulo gallegos,urbana,san sebastian,conducir en exceso de velocidad,0,0
01-24,08:20,-4.1331587,-79.2031125,roce negativo,sector tres leguas via malactos loja,rural,n/n,conducir en exceso de velocidad,0,0
01-25,10:05,-4.0036051,-79.2035186,choque lateral perpendicular,18 de noviembre y catacocha,urbana,san sebastian,conducir en exceso de velocidad,0,0
01-25,16:22,-4.0100069,-79.2005718,atropello,maximiliano agustin rodriguez y eduardo kingman,urbana,san sebastian,conducir en exceso de velocidad,1,0
01-26,05:15,-4.173208,-79.2148253,estrellamiento,via loja malacatos sector el porvenir,rural,n/n,conducir en exceso de velocidad,0,0
01-26,11:20,-4.252546,-79.290383,volcamiento,via moyococha,rural,n/n,conducir en exceso de velocidad,1,0
01-26,17:00,-4.0084785,-79.2012889,estrellamiento,eduardo kingman entre gonzanama y saraguro,rural,n/n,conducir en exceso de velocidad,1,0
01-27,00:35,-3.9785974,-79.2263903,perdida de carril,isidro ayora barrio belen,rural,n/n,conducir en estado de embriaguez,0,0
01-27,04:15,-3.9785974,-79.2263903,encunetamiento,pablo palacios,urbana,carigan,conducir en exceso de velocidad,0,0
01-27,06:40,-3.9570459,-79.2197678,choque frontal excentrico,8 de diciembre y manuel cabrera,urbana,carigan,conducir en estado de embriaguez,1,0
01-27,17:20,-3.9992854,-79.2329855,atropello,villonaco,urbana,sucre,conducir en estado de embriaguez,1,0
01-27,19:44,-3.5646,-79.132,estrellamiento,8 de diciembre,urbana,carigan,conducir en estado de embriaguez,1,1
01-29,13:30,-4.0140555,-79.2449424,choque lateral angular,via antigua a catamayo / san vicente ferrer,rural,n/n,conducir en exceso de velocidad,1,0
02-01,12:50,-4.0125513,-79.2198826,atropello,eugenio espejo y paquistan,urbana,sucre,imprudencia del peaton,1,0
02-02,16:04,-4.0019227,-79.1954773,choque lateral perpendicular,emiliano ortega y lourdes,urbana,el sagrario,conducir en exceso de velocidad,1,0
02-03,06:05,-4.01779,-79.23038,choque lateral angular,angel felicisimo rojas y eugenio espejo,urbana,sucre,imprudencia del conductor,0,0
02-03,04:45,-3.9986758,-79.2219128,estrellamiento,villonaco,urbana,sucre,conducir en estado de embriaguez,0,0
02-03,16:54,-4.18797,-79.229147,estrellamiento,urbanizacion la cascarilla s/n,urbana,sucre,fallas mecanicas no previsibles,0,0
02-04,23:34,-3.972139,-79.2214089,perdida de carril,pablo palacios y buenentura,urbana,carigan,conducir en estado de embriaguez,1,0
02-05,09:10,-3.9853162,-79.1932197,choque lateral angular,jose coronel illescas,urbana,el valle,no ceder el derecho de via,0,0
02-05,19:39,-3.9685,-79.20969,choque lateral angular,8 de diciembre y tribuno,urbana,carigan,imprudencia del conductor,0,0
02-06,07:20,-3.9946564,-79.1993132,choque lateral perpendicular,emiliano ortega y juan jose pena,urbana,el sagrario,no ceder el derecho de via,2,0
02-06,06:40,-3.9941179,-79.2014482,choque lateral perpendicular,bernardo valdivieso e imbabura,urbana,el sagrario,no ceder el derecho de via,0,0
02-08,13:10,-3.9882224,-791981643,choque lateral angular,paris y praga,urbana,el valle,no ceder el derecho de via,0,0
02-09,02:15,-3.9914887,-79.2024591,choque lateral perpendicular,juan de salinas y bolivar,urbana,el sagrario,imprudencia del conductor,1,0
02-09,01:00,-3.9902927,-79.2098282,estrellamiento,manuel carrion pinzano entre benjamin pereira y jose maria riofrio,urbana,sucre,conducir en estado de embriaguez,0,0
02-10,08:30,-3.9613031,-79.2640083,choque frontal excentrico,"via loja catamayo 1,6 km antes de llegar a la y del ingreso a la parroquia chuquiribamba",rural,n/n,invadir carril de circulacion,0,1
02-10,19:23,-3.9961642,-79.2002097,choque lateral perpendicular,olmedo y jose antonio eguiguren,urbana,el sagrario,no ceder el derecho de via,0,0
02-10,03:22,-3.960475,-79.21605,estrellamiento,8 de diciembre y belisario moreno,urbana,carigan,conducir en exceso de velocidad,1,0
02-10,05:15,-3.9480585,-79.2190656,estrellamiento,salvador bustamante celi,urbana,el valle,conducir en exceso de velocidad,0,0
02-10,08:30,-3.9927416,-79.2539703,estrellamiento,via a la subestacion villonaco,urbana,sucre,conducir en exceso de velocidad,0,0
02-10,08:12,-3.9836098,-79.2204782,choque lateral angular,charity y s/n,urbana,sucre,cambio brusco e indebido de carril,0,0
02-10,09:25,-4.0059828,-79.2033252,choque lateral perpendicular,celica y 18 de noviembre,urbana,san sebastian,no respetar las senales de transito,0,0
02-10,15:10,-3.953388,-79.2208217,choque lateral angular,8 de diciembre y zoila alvarado,urbana,carigan,cambio brusco e indebido de carril,1,0
02-10,15:20,-3.5818,-79.1158,perdida de carril,agustin carrion palacios y salvador bustamante celi,urbana,el valle,conducir en exceso de velocidad,4,0
02-11,19:49,-3.9952083,-79.2115172,estrellamiento,eplicachima y eugenio espejo,urbana,sucre,conducir en estado de embriaguez,0,0
02-12,15:50,-4.0175305,-79.2236254,atipico,ventanas y s/n,urbana,punzara,imprudencia del conductor,1,0
02-12,21:39,-4.0074532,-79.2023965,choque lateral perpendicular,sucre y gonzanama,urbana,san sebastian,no ceder el derecho de via,3,0
02-13,18:10,-3.9875468,-79.2100852,atipico,manuel carrion pinzano,urbana,sucre,imprudencia del conductor,0,0
02-13,22:09,-4.0022569,-79.1976077,choque lateral angular,24 de mayo y lourdes,urbana,san sebastian,no respetar las senales de transito,0,0
02-14,10:15,-3.9850532,-79.2033681,choque lateral perpendicular,santo domingo e ibarra,urbana,sucre,no ceder el derecho de via,1,0
02-14,15:52,-3.9831273,-79.2033305,choque lateral perpendicular,santo domingo y riobamba,urbana,sucre,no respetar las senales de transito,1,0
02-15,07:55,-4.018919,-79.213087,choque lateral perpendicular,benjamin carrion y los olivios,urbana,punzara,conducir en estado de embriaguez,2,0
02-15,04:20,-4.0124151,-79.2147265,estrellamiento,de los paltas y estados unidos,urbana,punzara,conducir en exceso de velocidad,1,0
02-14,15:50,-4.005622,-79.202579,estrellamiento,sucre y celica,urbana,san sebastian,imprudencia del conductor,0,0
02-16,22:23,-3.9854529,-79.2044369,choque lateral angular,gran colombia entre ibarra y tulcan,urbana,sucre,conducir en estado de embriaguez,1,0
02-17,14:53,-4.0035425,-79.1996296,choque lateral perpendicular,olmedo y catacocha,urbana,san sebastian,no ceder el derecho de via,1,0
02-16,22:59,-4.2193773,-79.2571456,atipico,batallon montufar y justinino champinang,rural,n/n,no cumplir con peso y volumen establecido por vehiculo,0,0
02-17,16:50,-3.979036,-79.236329,atropello,angel felicisimo rojas,urbana,sucre,conducir en estado de embriaguez,2,0
02-20,10:25,-3.9816864,-79.200644,choque lateral perpendicular,guayaquil y portoviejo,urbana,el valle,no ceder el derecho de via,0,0
02-20,20:10,-4.0187304,-79.2124358,atropello,nazareth y benjamin carrion,urbana,punzara,imprudencia del peaton,1,0
02-21,11:50,-4.1725538,-79.2148493,colision,via malacatos loja sector el porvenir,rural,n/n,conducir en exceso de velocidad,0,0
02-21,14:33,-3.9851732,-79.1929231,perdida de carril,jose coronel illescas,urbana,el valle,conducir en exceso de velocidad,0,0
02-21,18:45,-3.951451,-79.252993,perdida de carril,via loja cuenca,urbana,carigan,conducir en estado de embriaguez,5,1
02-24,06:06,-3.9974682,-79.2066285,choque lateral perpendicular,10 de agosto y ramon pinto,urbana,sucre,conducir en estado de embriaguez,0,0
02-24,15:50,-3.9999439,-79.2129592,estrellamiento,eugenio espejo y ines jimenez,urbana,sucre,conducir en exceso de velocidad,0,0
02-25,07:50,-3.842278,-79.345181,atropello,garcia moreno y loja,rural,n/n,conducir en exceso de velocidad,0,1
02-25,17:50,-3.955099,-79.2433431,arrollamiento,san lorenzo y s/n,urbana,carigan,imprudencia del peaton,1,0
02-25,19:44,-4.0519943,-79.1958083,choque por alcance,exodo de yangana,urbana,punzara,conducir en estado de embriaguez,2,0
02-25,23:37,-4.0042541,-79.2003222,choque lateral perpendicular,olmedo y andres bello,urbana,san sebastian,no ceder el derecho de via,1,0
02-26,08:32,-3.9907302,-79.2097209,choque lateral angular,manuel carrion pinzano y jose maria riofrio,urbana,sucre,no respetar las senales de transito,1,0
02-26,01:00,-3.960319,-79.213631,estrellamiento,sin nombre / conjunto rivera 2,urbana,el valle,conducir en exceso de velocidad,0,0
02-26,22:34,-4.0322555,-79.2064226,choque lateral angular,eloy alfaro y condamine,urbana,punzara,conducir en estado de embriaguez,0,0
02-27,07:40,-3.973637,-79.2015658,choque lateral angular,salvador bustamante celi,urbana,el valle,no ceder el derecho de via,0,0
02-28,16:07,-4.0014316,-79.2036795,choque por alcance,mercadillo y 18 de noviembre,urbana,el sagrario,no mantener la distancia reglamentaria,0,0
02-23,06:05,-4.0205283,-79.2206073,perdida de carril,benjamin carrion y julio ordonez,rural,n/n,conducir en exceso de velocidad,0,0
03-01,04:40,-3.9414285,-79.2252661,estrellamiento,8 de diciembre y masaccio,urbana,carigan,conducir en exceso de velocidad,0,0
03-01,21:34,-3.999385,-79.2022178,choque lateral perpendicular,olmedo y rocafuerte,urbana,el sagrario,conducir en estado de embriaguez,2,0
03-03,05:10,-3.9995126,-79.2203212,estrellamiento,villonaco,urbana,sucre,conducir en exceso de velocidad,0,0
03-04,23:37,-4.0001137,-79.2057407,estrellamiento,lauro guerrero entre azuay y miguel riofrio,urbana,sucre,conducir en exceso de velocidad,0,0
03-05,19:44,-3.9710172,-79.1976126,estrellamiento,agustin carrion palacios y s/n,urbana,el valle,conducir en estado de embriaguez,1,0
03-06,05:27,-3.990747,-79.160522,estrellamiento,via loja zamora,urbana,el valle,conducir en exceso de velocidad,0,0
03-07,01:45,-4.0377357,-79.2065836,estrellamiento,angel felicisimo rojas y reinaldo espinoza,urbana,punzara,conducir en estado de embriaguez,0,0
03-07,09:18,-3.9775715,-79.2076938,choque lateral angular,isidro ayora y manuel carrion pinzano,urbana,sucre,no ceder el derecho de via,1,0
03-07,11:00,-3.9992351,-79.1972953,atropello,macara y miguel riofrio,urbana,el sagrario,imprudencia del peaton,1,0
03-07,13:02,-4.0125771,-79.198781,atropello,romerillos entre arupos y molles,urbana,san sebastian,conducir en estado de embriaguez,2,0
03-09,11:48,-3.9861849,-79.2033882,atropello,tulcan y santo domingo de los colorados,urbana,sucre,imprudencia del peaton,1,0
03-10,02:05,-3.9967253,-79.195413,estrellamiento,santa marianita de jesus y 10 de agosto,urbana,el sagrario,conducir en estado de embriaguez,0,0
03-10,05:50,-3.9768287,-79.2292173,perdida de carril,isidro ayora,urbana,sucre,conducir en exceso de velocidad,1,0
03-10,17:00,-4.0107122,-79.2045782,colision,pio jaramillo alvarado y chile,urbana,punzara,conducir en estado de embriaguez,2,0
03-13,06:15,-3.9729737,-79.2208608,estrellamiento,pablo palacios y brasilia,urbana,carigan,conducir en exceso de velocidad,0,0
03-16,17:45,-3.9975339,-79.2051789,atropello,manuel agustin aguirre y 10 de agosto,urbana,sucre,imprudencia del peaton,1,0
03-17,01:09,-3.9810775,-79.2038629,choque lateral perpendicular,machala y guayaquil,urbana,sucre,no ceder el derecho de via,1,0
03-16,12:39,-4.0114633,-79.201181,estrellamiento,eduardo kingman y catamayo,urbana,san sebastian,conducir en exceso de velocidad,3,0
03-20,15:36,-4.009239,-79.217543,estrellamiento,eugenio espejo y polonia,urbana,sucre,conducir en exceso de velocidad,0,0
03-20,18:08,-3.963622,-79.237371,perdida de carril,via loja cuenca,urbana,carigan,conducir en exceso de velocidad,0,0
03-21,11:13,-4.003738,-79.207305,estrellamiento,pio jaramillo alvarado y venezuela,urbana,sucre,conducir en estado de embriaguez,0,0
03-22,04:35,-4.0034135,-79.2093004,perdida de carril,huaranis y nicaragua,urbana,sucre,conducir en exceso de velocidad,0,0
03-22,13:28,-4.002551,-79.204633,choque lateral perpendicular,manuel agustin aguirre entre lourdes y teniente maximiliano,urbana,el sagrario,no ceder el derecho de via,1,0
03-22,13:50,-3.9973738,-79.2049664,atropello,universitaria y 10 de agosto,urbana,el sagrario,imprudencia del peaton,1,0
03-22,16:20,-3.976651,-79.237682,estrellamiento,angel felicisimo rojas,urbana,sucre,conducir en exceso de velocidad,1,0
03-23,16:00,-3.97161,-79.220481,atipico,buenentura y sin nombre,rural,n/n,imprudencia del conductor,0,0
03-24,11:40,-3.9998508,-79.2063383,caida de pasajero,ramon pinto entre miguel riofrio y azuay,rural,n/n,imprudencia del conductor,1,0
03-24,15:32,-4.011249,-79.2010937,choque por alcance,eduardo kingman y catamayo,urbana,san sebastian,conducir en estado de embriaguez,0,0
03-24,19:04,-3.9927,-79.209987,choque por alcance,manuel carrion pinzano y adolfo valarzo,urbana,sucre,no mantener la distancia reglamentaria,0,0
03-24,21:04,-4.003917,-79.208584,choque frontal excentrico,peru y venezuela,urbana,sucre,invadir carril de circulacion,1,0
03-25,03:55,-4.0553211,-79.195907,estrellamiento,exodo de yanagana y angel felicisimo rojas,urbana,punzara,conducir en exceso de velocidad,3,0
03-26,07:14,-4.0036145,-79.1996777,choque lateral perpendicular,olmedo y catacocha,urbana,san sebastian,imprudencia del conductor,1,0
03-27,16:00,-4.0094948,-79.2029352,atipico,chile y 18 de noviembre,urbana,san sebastian,imprudencia del conductor,1,0
03-28,11:30,-4.0022194,-79.1987268,choque lateral angular,juan jose pena y lourdes,urbana,san sebastian,no ceder el derecho de via,0,0
03-30,06:20,-4.005741,-79.202992,choque por alcance,eduardo kingman entre gonzanama y saraguro,urbana,san sebastian,no mantener la distancia reglamentaria,0,0
03-29,22:52,-3.998932,-79.197331,choque lateral perpendicular,macara y miguel riofrio,urbana,san sebastian,conducir en exceso de velocidad,0,1
03-30,18:40,-3.984257,-79.164103,choque lateral perpendicular,via loja zamora,urbana,el valle,conducir en estado de embriaguez,0,0
03-31,19:24,-4.1614638,-79.2104983,colision,via malacatos loja sector yamba,rural,n/n,conducir en estado de embriaguez,0,0
03-31,19:52,-3.7417518,-79.2654597,atropello,via loja saraguro,rural,n/n,conducir en exceso de velocidad,1,0
04-01,11:58,-3.949966,-79.216101,atropello,salvador bustamante celi y via a chinguilanchi,urbana,el valle,imprudencia del peaton,1,0
04-01,14:45,-3.969087,-79.204438,choque lateral angular,salvador bustamante celi y miguel cano madrid,urbana,el valle,no ceder el derecho de via,0,0
04-01,21:44,-3.97148,-79.2067098,atropello,8 de diciembre,urbana,carigan,imprudencia del peaton,1,0
04-03,21:39,-3.9812555,-79.2029569,choque lateral perpendicular,nueva loja y guayaquil,urbana,el valle,no respetar las senales de transito,0,0
04-04,03:20,-4.007852,-79.202353,estrellamiento,gonzanama y celica,urbana,san sebastian,conducir en exceso de velocidad,0,0
04-05,06:55,-4.0034466,-79.1977521,estrellamiento,24 de mayo y catacocha,urbana,el sagrario,conducir en exceso de velocidad,1,0
04-06,10:40,-3.979174,-79.247431,atipico,via catamayo loja,rural,n/n,fallas mecanicas no previsibles,0,1
04-06,05:53,-3.9986055,-79.219293,perdida de carril,villonaco entre sin nombre y virgen orante,urbana,sucre,conducir en exceso de velocidad,0,0
04-07,09:00,-4.0330251,-79.1988707,choque lateral perpendicular,exodo de yangana entre reinaldo espinoza y eduardo kingman,urbana,san sebastian,no ceder el derecho de via,0,0
04-08,09:02,-3.986797,-79.2028511,roce negativo,nueva loja y guaranda,urbana,sucre,no mantener la distancia reglamentaria,0,0
04-08,13:20,-4.006279,-79.2038338,choque lateral perpendicular,universitaria y celica,urbana,san sebastian,no ceder el derecho de via,0,0
04-08,22:44,-4.0004867,-79.204832,choque lateral angular,manuel agustin aguirre y azuay,urbana,el sagrario,no ceder el derecho de via,0,0
04-09,00:45,-3.9537644,-79.2155384,perdida de carril,salvador bustamante celi sector amable maria,urbana,el valle,conducir en exceso de velocidad,0,0
04-09,04:55,-3.9920443,-79.2106819,estrellamiento,juan maria riofrio y carlos errais,urbana,el sagrario,conducir en exceso de velocidad,0,0
04-09,17:37,-3.9850221,-79.2024818,choque lateral angular,nueva loja y ibarra,urbana,sucre,imprudencia del conductor,0,0
04-10,18:42,-4.016956,-79.198253,atipico,arabiscos antre gobernacion de mainas y yumbingue,urbana,san sebastian,imprudencia del conductor,1,0
04-11,10:26,-4.0074563,-79.2037036,choque lateral angular,universitaria y gonzanama,urbana,san sebastian,imprudencia del conductor,1,0
04-11,22:19,-4.0023108,-79.1997765,choque lateral perpendicular,olmedo y lourdes,urbana,san sebastian,no ceder el derecho de via,2,0
04-13,09:40,-3.9974512,-79.2059952,atropello,10 de agosto y lauro guerrero,urbana,el sagrario,imprudencia del peaton,1,0
04-13,01:35,-3.9815675,-79.2338734,volcamiento,via loja catamayo sector la cantera,rural,n/n,conducir en exceso de velocidad,0,0
04-13,14:35,-3.9732506,-79.2016038,choque lateral perpendicular,salvador bustamante celi y agustin palacios,urbana,el valle,conducir en estado de embriaguez,0,0
04-13,10:30,-3.9903954,-79.1977074,choque lateral angular,paris y brucelas,urbana,el valle,no ceder el derecho de via,0,0
04-14,16:15,-3.795115,-79.2702062,choque frontal excentrico,via loja cuenca kilometro 885,rural,n/n,conducir en estado de embriaguez,1,0
04-15,00:20,-4.0512345,-79.195368,perdida de carril,exodo de yangana,rural,n/n,conducir en exceso de velocidad,0,0
04-15,07:40,-4.0230444,-79.2032573,choque lateral angular,pio jaramillo alvarado y nicolas copernico,urbana,punzara,no ceder el derecho de via,0,0
04-17,00:00,-3.5925,-79.1113,perdida de carril,"santa marianita de jesus, via antigua a zamora",urbana,el sagrario,conducir en exceso de velocidad,0,0
04-17,09:57,-4.012075,-79.204585,choque lateral perpendicular,pio jaramillo alvarado y gobernacion de mainas,urbana,punzara,conducir en exceso de velocidad,0,0
04-18,14:50,-3.970017,-79.225313,choque por alcance,via loja cuenca,rural,n/n,conducir en exceso de velocidad,0,0
04-20,01:50,-3.9904254,-79.2108445,estrellamiento,jose maria riofrio y francisco valdivieso,urbana,sucre,conducir en exceso de velocidad,0,0
04-20,02:00,-3.9987716,-79.2223403,estrellamiento,vilonaco barrio obrapia,urbana,sucre,conducir en estado de embriaguez,0,0
04-20,15:29,-3.9923905,-79.2023912,choque lateral perpendicular,bolivar y jose felix de valdivieso,urbana,el sagrario,no ceder el derecho de via,0,0
04-21,01:10,-3.9992525,-79.202964,choque lateral perpendicular,sucre y miguel riofrio,urbana,el sagrario,conducir en estado de embriaguez,0,0
04-21,04:30,-3.998108,-79.200055,choque lateral angular,olmedo y rocafuerte,urbana,el sagrario,conducir en estado de embriaguez,1,0
04-21,16:45,-4.11787,-79.202918,roce positivo,rumishitana via loja malacatos,rural,n/n,imprudencia del conductor,1,0
04-21,16:35,-3.9830099,-79.2374119,colision,via loja catamayo sector la cantera,rural,n/n,imprudencia del conductor,0,0
04-22,07:15,-4.0023108,-79.1997765,colision,olmedo y lourdes,urbana,san sebastian,imprudencia del conductor,1,0
04-22,14:00,-4.0522399,-79.1957787,atropello,exodo de yangana,urbana,san sebastian,imprudencia del peaton,1,0
04-22,17:09,-4.0224421,-79.2045234,choque lateral angular,pedro de mendoza y jose marti,urbana,punzara,imprudencia del conductor,0,0
04-24,10:25,-3.8827341,-79.2643906,choque frontal excentrico,via loja cuenca sector palo blanco,rural,n/n,imprudencia del conductor,2,0
04-23,13:05,-3.986368,-79.2010884,choque lateral angular,santiago de las montanas y pedro de cianca,urbana,el valle,imprudencia del conductor,1,0
04-26,07:50,-3.9923313,-79.20239,choque lateral angular,bolivar y jose felix de valdivieso,urbana,el sagrario,no ceder el derecho de via,0,0
04-28,02:20,-4.022133,-79.2033246,perdida de carril,pio jaramillo alvarado y pascal,urbana,punzara,conducir en exceso de velocidad,0,0
04-28,03:30,-4.0032671,-79.2297985,perdida de carril,angel felicisimo rojas,urbana,sucre,conducir en exceso de velocidad,0,1
04-27,16:40,-3.9921859,-79.20027,choque lateral perpendicular,segundo cueva celi y clodoveo carrion,urbana,el sagrario,no ceder el derecho de via,0,0
04-28,19:32,-4.00849,-79.2169,choque frontal excentrico,eugenio espejo y francia,urbana,punzara,invadir carril de circulacion,1,0
04-30,20:04,-3.966006,-79.238847,choque lateral angular,angel felicisimo rojas,urbana,sucre,razones desconocidas,1,0
05-01,04:45,-3.9816864,-79.200644,estrellamiento,portoviejo y guayaquil,urbana,el valle,conducir en estado de embriaguez,2,0
05-02,18:42,-3.966006,-79.1898192,perdida de carril,rio maranon y rio madeira,urbana,san sebastian,conducir en estado de embriaguez,2,0
05-03,18:40,-4.0026101,-79.2065847,choque lateral angular,ramon pinto y tnte maximiliano rodriguez,urbana,el sagrario,conducir en estado de embriaguez,0,0
05-04,03:20,-3.9902827,-79.2099453,perdida de carril,manuel carrion pinzano y benjamin carrion pereira,urbana,sucre,conducir en exceso de velocidad,0,0
05-04,15:05,-3.9950015,-79.1992524,choque lateral perpendicular,juan jose pena y colon,urbana,el sagrario,no ceder el derecho de via,0,0
05-05,14:50,-3.9993016,-79.2029647,choque lateral perpendicular,sucre y miguel riofrio,urbana,el sagrario,no ceder el derecho de via,0,0
05-05,19:29,3.9839928,-79.2370952,choque por alcance,barrio el plateado via loja catamayo,urbana,sucre,conducir en estado de embriaguez,0,0
05-06,08:10,-3.9914389,-79.2019783,choque lateral perpendicular,juan de salinas y emiliano ortega,urbana,el sagrario,cambio brusco e indebido de carril,0,0
05-07,05:10,-3.9902061,-79.2098173,choque lateral perpendicular,manul carrion pinzano y benjamin pereira,urbana,sucre,no ceder el derecho de via,1,0
05-08,05:15,-4.0124446,-79.2146426,estrellamiento,de los paltas y estados unidos,urbana,punzara,conducir en exceso de velocidad,1,0
05-09,15:27,-3.9935253,-79.2053931,choque lateral angular,universitaria y quito,urbana,el sagrario,cambio brusco e indebido de carril,1,0
05-10,14:10,-39778259,-79.2269918,choque lateral angular,isidro ayora barrio belen,urbana,sucre,conducir en estado de embriaguez,1,0
05-11,03:20,-3.9983993,-79.2048517,estrellamiento,rocafuerte y universitaria,urbana,el sagrario,conducir en exceso de velocidad,0,0
05-12,02:35,-3.9703212,-79.2217182,atipico,carigan sector de consacola,urbana,carigan,imprudencia del conductor,0,0
